DateTime,GIC,GIC_QDC,IQR,Source
2018-08-25/11:20:36,6.03,0.1224,0.3419,Node_7
2018-08-25/11:20:37,5.97,0.1225,0.3419,Node_7
2018-08-25/11:20:38,5.92,0.1225,0.3419,Node_7
2018-08-25/11:20:39,5.89,0.1226,0.3419,Node_7
2018-08-25/11:20:40,5.83,0.1227,0.3419,Node_7
2018-08-25/11:20:41,5.76,0.1227,0.3419,Node_7
2018-08-25/11:20:42,5.71,0.1228,0.3419,Node_7
2018-08-25/11:20:43,5.62,0.1229,0.3419,Node_7
2018-08-25/11:20:44,5.54,0.1229,0.3419,Node_7
2018-08-25/11:20:45,5.47,0.123,0.3419,Node_7
2018-08-25/11:20:46,5.38,0.1231,0.3419,Node_7
2018-08-25/11:20:47,5.32,0.1231,0.3419,Node_7
2018-08-25/11:20:48,5.25,0.1232,0.3419,Node_7
2018-08-25/11:20:49,5.19,0.1233,0.3419,Node_7
2018-08-25/11:20:50,5.12,0.1233,0.3419,Node_7
2018-08-25/11:20:51,5.05,0.1234,0.342,Node_7
2018-08-25/11:30:22,5.01,0.1615,0.3451,Node_7
2018-08-25/11:30:23,5.05,0.1615,0.3451,Node_7
2018-08-25/11:30:24,5.06,0.1616,0.3451,Node_7
2018-08-25/11:30:25,5.07,0.1617,0.3451,Node_7
2018-08-25/11:30:26,5.05,0.1617,0.3451,Node_7
2018-08-25/11:30:27,5.1,0.1618,0.3452,Node_7
2018-08-25/11:30:28,5.09,0.1619,0.3452,Node_7
2018-08-25/11:30:29,5.11,0.1619,0.3452,Node_7
2018-08-25/11:30:30,5.09,0.162,0.3452,Node_7
2018-08-25/11:30:31,5.12,0.1621,0.3452,Node_7
2018-08-25/11:30:32,5.17,0.1621,0.3452,Node_7
2018-08-25/11:30:33,5.15,0.1622,0.3452,Node_7
2018-08-25/11:30:34,5.17,0.1623,0.3452,Node_7
2018-08-25/11:30:35,5.19,0.1623,0.3452,Node_7
2018-08-25/11:30:36,5.23,0.1624,0.3452,Node_7
2018-08-25/11:30:37,5.23,0.1625,0.3452,Node_7
2018-08-25/11:30:38,5.23,0.1625,0.3452,Node_7
2018-08-25/11:30:39,5.21,0.1626,0.3452,Node_7
2018-08-25/11:30:40,5.23,0.1627,0.3452,Node_7
2018-08-25/11:30:41,5.22,0.1627,0.3452,Node_7
2018-08-25/11:30:42,5.23,0.1628,0.3452,Node_7
2018-08-25/11:30:43,5.25,0.1629,0.3452,Node_7
2018-08-25/11:30:44,5.23,0.1629,0.3452,Node_7
2018-08-25/11:30:45,5.25,0.163,0.3453,Node_7
2018-08-25/11:30:46,5.26,0.1631,0.3453,Node_7
2018-08-25/11:30:47,5.29,0.1631,0.3453,Node_7
2018-08-25/11:30:48,5.28,0.1632,0.3453,Node_7
2018-08-25/11:30:49,5.27,0.1633,0.3453,Node_7
2018-08-25/11:30:50,5.24,0.1633,0.3453,Node_7
2018-08-25/11:30:51,5.26,0.1634,0.3453,Node_7
2018-08-25/11:30:52,5.27,0.1635,0.3453,Node_7
2018-08-25/11:30:53,5.25,0.1635,0.3453,Node_7
2018-08-25/11:30:54,5.24,0.1636,0.3453,Node_7
2018-08-25/11:30:55,5.25,0.1637,0.3453,Node_7
2018-08-25/11:30:56,5.28,0.1637,0.3453,Node_7
2018-08-25/11:30:57,5.24,0.1638,0.3453,Node_7
2018-08-25/11:30:58,5.24,0.1639,0.3453,Node_7
2018-08-25/11:30:59,5.23,0.1639,0.3453,Node_7
2018-08-25/11:31:00,5.21,0.164,0.3453,Node_7
2018-08-25/11:31:01,5.24,0.1641,0.3453,Node_7
2018-08-25/11:31:02,5.23,0.1641,0.3453,Node_7
2018-08-25/11:31:03,5.25,0.1642,0.3454,Node_7
2018-08-25/11:31:04,5.22,0.1643,0.3454,Node_7
2018-08-25/11:31:05,5.23,0.1643,0.3454,Node_7
2018-08-25/11:31:06,5.25,0.1644,0.3454,Node_7
2018-08-25/11:31:07,5.22,0.1645,0.3454,Node_7
2018-08-25/11:31:08,5.23,0.1645,0.3454,Node_7
2018-08-25/11:31:09,5.21,0.1646,0.3454,Node_7
2018-08-25/11:31:10,5.19,0.1647,0.3454,Node_7
2018-08-25/11:31:11,5.18,0.1647,0.3454,Node_7
2018-08-25/11:31:12,5.2,0.1648,0.3454,Node_7
2018-08-25/11:31:13,5.16,0.1649,0.3454,Node_7
2018-08-25/11:31:14,5.12,0.1649,0.3454,Node_7
2018-08-25/11:31:15,5.13,0.165,0.3454,Node_7
2018-08-25/11:31:16,5.12,0.1651,0.3454,Node_7
2018-08-25/11:31:17,5.1,0.1651,0.3454,Node_7
2018-08-25/11:31:18,5.06,0.1652,0.3454,Node_7
2018-08-25/11:31:19,5.06,0.1653,0.3454,Node_7
2018-08-25/11:31:20,5.04,0.1653,0.3454,Node_7
2018-08-25/12:18:46,5.05,0.2539,0.3526,Node_7
2018-08-25/12:18:47,5.15,0.254,0.3527,Node_7
2018-08-25/12:18:48,5.21,0.2541,0.3528,Node_7
2018-08-25/12:18:49,5.26,0.2542,0.3529,Node_7
2018-08-25/12:18:50,5.33,0.2543,0.353,Node_7
2018-08-25/12:18:51,5.38,0.2544,0.3531,Node_7
2018-08-25/12:18:52,5.39,0.2545,0.3532,Node_7
2018-08-25/12:18:53,5.39,0.2546,0.3533,Node_7
2018-08-25/12:18:54,5.38,0.2547,0.3534,Node_7
2018-08-25/12:18:55,5.36,0.2548,0.3535,Node_7
2018-08-25/12:18:56,5.33,0.2549,0.3536,Node_7
2018-08-25/12:18:57,5.31,0.255,0.3537,Node_7
2018-08-25/12:18:58,5.24,0.2551,0.3538,Node_7
2018-08-25/12:18:59,5.19,0.2552,0.3539,Node_7
2018-08-25/12:19:00,5.11,0.2553,0.354,Node_7
2018-08-25/12:19:01,5.01,0.2554,0.3541,Node_7
2018-08-25/12:46:04,5.03,0.4132,0.5036,Node_7
2018-08-25/12:46:05,5.11,0.4131,0.5035,Node_7
2018-08-25/12:46:06,5.17,0.413,0.5034,Node_7
2018-08-25/12:46:07,5.23,0.4129,0.5033,Node_7
2018-08-25/12:46:08,5.29,0.4128,0.5032,Node_7
2018-08-25/12:46:09,5.37,0.4127,0.5031,Node_7
2018-08-25/12:46:10,5.44,0.4126,0.503,Node_7
2018-08-25/12:46:11,5.48,0.4125,0.5029,Node_7
2018-08-25/12:46:12,5.55,0.4124,0.5028,Node_7
2018-08-25/12:46:13,5.61,0.4123,0.5027,Node_7
2018-08-25/12:46:14,5.67,0.4122,0.5026,Node_7
2018-08-25/12:46:15,5.73,0.4121,0.5025,Node_7
2018-08-25/12:46:16,5.79,0.412,0.5024,Node_7
2018-08-25/12:46:17,5.87,0.4119,0.5023,Node_7
2018-08-25/12:46:18,5.9,0.4118,0.5022,Node_7
2018-08-25/12:46:19,5.95,0.4117,0.5021,Node_7
2018-08-25/12:46:20,5.99,0.4116,0.502,Node_7
2018-08-25/12:46:21,6.04,0.4114,0.5019,Node_7
2018-08-25/12:46:22,6.07,0.4113,0.5018,Node_7
2018-08-25/12:46:23,6.12,0.4112,0.5017,Node_7
2018-08-25/12:46:24,6.13,0.4111,0.5016,Node_7
2018-08-25/12:46:25,6.18,0.411,0.5015,Node_7
2018-08-25/12:46:26,6.2,0.4109,0.5014,Node_7
2018-08-25/12:46:27,6.23,0.4108,0.5013,Node_7
2018-08-25/12:46:28,6.27,0.4107,0.5012,Node_7
2018-08-25/12:46:29,6.26,0.4106,0.5011,Node_7
2018-08-25/12:46:30,6.29,0.4105,0.501,Node_7
2018-08-25/12:46:31,6.31,0.4104,0.5009,Node_7
2018-08-25/12:46:32,6.33,0.4103,0.5008,Node_7
2018-08-25/12:46:33,6.36,0.4102,0.5007,Node_7
2018-08-25/12:46:34,6.36,0.4101,0.5006,Node_7
2018-08-25/12:46:35,6.37,0.41,0.5005,Node_7
2018-08-25/12:46:36,6.4,0.4099,0.5004,Node_7
2018-08-25/12:46:37,6.39,0.4098,0.5003,Node_7
2018-08-25/12:46:38,6.41,0.4097,0.5002,Node_7
2018-08-25/12:46:39,6.41,0.4095,0.5001,Node_7
2018-08-25/12:46:40,6.45,0.4094,0.5,Node_7
2018-08-25/12:46:41,6.42,0.4093,0.4999,Node_7
2018-08-25/12:46:42,6.45,0.4092,0.4998,Node_7
2018-08-25/12:46:43,6.46,0.4091,0.4997,Node_7
2018-08-25/12:46:44,6.42,0.409,0.4996,Node_7
2018-08-25/12:46:45,6.42,0.4089,0.4995,Node_7
2018-08-25/12:46:46,6.4,0.4088,0.4994,Node_7
2018-08-25/12:46:47,6.36,0.4087,0.4993,Node_7
2018-08-25/12:46:48,6.34,0.4086,0.4992,Node_7
2018-08-25/12:46:49,6.29,0.4085,0.4991,Node_7
2018-08-25/12:46:50,6.24,0.4084,0.499,Node_7
2018-08-25/12:46:51,6.21,0.4083,0.4989,Node_7
2018-08-25/12:46:52,6.17,0.4082,0.4988,Node_7
2018-08-25/12:46:53,6.12,0.4081,0.4987,Node_7
2018-08-25/12:46:54,6.08,0.408,0.4986,Node_7
2018-08-25/12:46:55,6.04,0.4079,0.4985,Node_7
2018-08-25/12:46:56,5.99,0.4078,0.4984,Node_7
2018-08-25/12:46:57,5.96,0.4076,0.4983,Node_7
2018-08-25/12:46:58,5.91,0.4075,0.4982,Node_7
2018-08-25/12:46:59,5.88,0.4074,0.4981,Node_7
2018-08-25/12:47:00,5.8,0.4073,0.498,Node_7
2018-08-25/12:47:01,5.76,0.4072,0.4979,Node_7
2018-08-25/12:47:02,5.73,0.4071,0.4978,Node_7
2018-08-25/12:47:03,5.67,0.407,0.4977,Node_7
2018-08-25/12:47:04,5.62,0.4069,0.4976,Node_7
2018-08-25/12:47:05,5.57,0.4068,0.4975,Node_7
2018-08-25/12:47:06,5.53,0.4067,0.4974,Node_7
2018-08-25/12:47:07,5.49,0.4066,0.4973,Node_7
2018-08-25/12:47:08,5.45,0.4065,0.4972,Node_7
2018-08-25/12:47:09,5.42,0.4064,0.4971,Node_7
2018-08-25/12:47:10,5.38,0.4063,0.497,Node_7
2018-08-25/12:47:11,5.33,0.4062,0.4969,Node_7
2018-08-25/12:47:12,5.27,0.4061,0.4968,Node_7
2018-08-25/12:47:13,5.25,0.406,0.4967,Node_7
2018-08-25/12:47:14,5.17,0.4059,0.4966,Node_7
2018-08-25/12:47:15,5.11,0.4057,0.4965,Node_7
2018-08-25/12:47:16,5.05,0.4056,0.4964,Node_7
2018-08-25/12:47:17,5.04,0.4055,0.4963,Node_7
2018-08-26/06:49:14,5.01,-0.0271,0.2828,Node_7
2018-08-26/06:49:15,5.04,-0.0271,0.2828,Node_7
2018-08-26/06:49:16,5.06,-0.0271,0.2828,Node_7
2018-08-26/06:49:17,5.05,-0.0271,0.2829,Node_7
2018-08-26/06:49:18,5.09,-0.0272,0.2829,Node_7
2018-08-26/06:49:19,5.1,-0.0272,0.2829,Node_7
2018-08-26/06:49:20,5.14,-0.0272,0.2829,Node_7
2018-08-26/06:49:21,5.16,-0.0273,0.2829,Node_7
2018-08-26/06:49:22,5.18,-0.0273,0.2829,Node_7
2018-08-26/06:49:23,5.2,-0.0273,0.2829,Node_7
2018-08-26/06:49:24,5.21,-0.0273,0.2829,Node_7
2018-08-26/06:49:25,5.25,-0.0274,0.2829,Node_7
2018-08-26/06:49:26,5.25,-0.0274,0.283,Node_7
2018-08-26/06:49:27,5.26,-0.0274,0.283,Node_7
2018-08-26/06:49:28,5.28,-0.0274,0.283,Node_7
2018-08-26/06:49:29,5.3,-0.0275,0.283,Node_7
2018-08-26/06:49:30,5.29,-0.0275,0.283,Node_7
2018-08-26/06:49:31,5.33,-0.0275,0.283,Node_7
2018-08-26/06:49:32,5.32,-0.0276,0.283,Node_7
2018-08-26/06:49:33,5.32,-0.0276,0.283,Node_7
2018-08-26/06:49:34,5.34,-0.0276,0.283,Node_7
2018-08-26/06:49:35,5.33,-0.0276,0.2831,Node_7
2018-08-26/06:49:36,5.33,-0.0277,0.2831,Node_7
2018-08-26/06:49:37,5.37,-0.0277,0.2831,Node_7
2018-08-26/06:49:38,5.39,-0.0277,0.2831,Node_7
2018-08-26/06:49:39,5.41,-0.0278,0.2831,Node_7
2018-08-26/06:49:40,5.41,-0.0278,0.2831,Node_7
2018-08-26/06:49:41,5.43,-0.0278,0.2831,Node_7
2018-08-26/06:49:42,5.45,-0.0278,0.2831,Node_7
2018-08-26/06:49:43,5.44,-0.0279,0.2831,Node_7
2018-08-26/06:49:44,5.45,-0.0279,0.2832,Node_7
2018-08-26/06:49:45,5.48,-0.0279,0.2832,Node_7
2018-08-26/06:49:46,5.53,-0.0279,0.2832,Node_7
2018-08-26/06:49:47,5.53,-0.028,0.2832,Node_7
2018-08-26/06:49:48,5.55,-0.028,0.2832,Node_7
2018-08-26/06:49:49,5.57,-0.028,0.2832,Node_7
2018-08-26/06:49:50,5.62,-0.0281,0.2832,Node_7
2018-08-26/06:49:51,5.63,-0.0281,0.2832,Node_7
2018-08-26/06:49:52,5.67,-0.0281,0.2832,Node_7
2018-08-26/06:49:53,5.69,-0.0281,0.2833,Node_7
2018-08-26/06:49:54,5.7,-0.0282,0.2833,Node_7
2018-08-26/06:49:55,5.76,-0.0282,0.2833,Node_7
2018-08-26/06:49:56,5.75,-0.0282,0.2833,Node_7
2018-08-26/06:49:57,5.78,-0.0283,0.2833,Node_7
2018-08-26/06:49:58,5.83,-0.0283,0.2833,Node_7
2018-08-26/06:49:59,5.84,-0.0283,0.2833,Node_7
2018-08-26/06:50:00,5.86,-0.0283,0.2833,Node_7
2018-08-26/06:50:01,5.9,-0.0284,0.2833,Node_7
2018-08-26/06:50:02,5.94,-0.0284,0.2834,Node_7
2018-08-26/06:50:03,5.97,-0.0284,0.2834,Node_7
2018-08-26/06:50:04,6.0,-0.0284,0.2834,Node_7
2018-08-26/06:50:05,6.01,-0.0285,0.2834,Node_7
2018-08-26/06:50:06,6.05,-0.0285,0.2834,Node_7
2018-08-26/06:50:07,6.09,-0.0285,0.2834,Node_7
2018-08-26/06:50:08,6.12,-0.0286,0.2834,Node_7
2018-08-26/06:50:09,6.14,-0.0286,0.2834,Node_7
2018-08-26/06:50:10,6.18,-0.0286,0.2834,Node_7
2018-08-26/06:50:11,6.21,-0.0286,0.2835,Node_7
2018-08-26/06:50:12,6.24,-0.0287,0.2835,Node_7
2018-08-26/06:50:13,6.27,-0.0287,0.2835,Node_7
2018-08-26/06:50:14,6.32,-0.0287,0.2835,Node_7
2018-08-26/06:50:15,6.34,-0.0288,0.2835,Node_7
2018-08-26/06:50:16,6.37,-0.0288,0.2835,Node_7
2018-08-26/06:50:17,6.42,-0.0288,0.2835,Node_7
2018-08-26/06:50:18,6.46,-0.0288,0.2835,Node_7
2018-08-26/06:50:19,6.5,-0.0289,0.2835,Node_7
2018-08-26/06:50:20,6.52,-0.0289,0.2836,Node_7
2018-08-26/06:50:21,6.6,-0.0289,0.2836,Node_7
2018-08-26/06:50:22,6.62,-0.0289,0.2836,Node_7
2018-08-26/06:50:23,6.68,-0.029,0.2836,Node_7
2018-08-26/06:50:24,6.69,-0.029,0.2836,Node_7
2018-08-26/06:50:25,6.72,-0.029,0.2836,Node_7
2018-08-26/06:50:26,6.75,-0.0291,0.2836,Node_7
2018-08-26/06:50:27,6.76,-0.0291,0.2836,Node_7
2018-08-26/06:50:28,6.78,-0.0291,0.2836,Node_7
2018-08-26/06:50:29,6.79,-0.0291,0.2837,Node_7
2018-08-26/06:50:30,6.81,-0.0292,0.2837,Node_7
2018-08-26/06:50:31,6.83,-0.0292,0.2837,Node_7
2018-08-26/06:50:32,6.88,-0.0292,0.2837,Node_7
2018-08-26/06:50:33,6.91,-0.0293,0.2837,Node_7
2018-08-26/06:50:34,6.93,-0.0293,0.2837,Node_7
2018-08-26/06:50:35,6.93,-0.0293,0.2837,Node_7
2018-08-26/06:50:36,6.96,-0.0293,0.2837,Node_7
2018-08-26/06:50:37,6.98,-0.0294,0.2837,Node_7
2018-08-26/06:50:38,7.0,-0.0294,0.2838,Node_7
2018-08-26/06:50:39,7.02,-0.0294,0.2838,Node_7
2018-08-26/06:50:40,7.04,-0.0294,0.2838,Node_7
2018-08-26/06:50:41,7.05,-0.0295,0.2838,Node_7
2018-08-26/06:50:42,7.07,-0.0295,0.2838,Node_7
2018-08-26/06:50:43,7.09,-0.0295,0.2838,Node_7
2018-08-26/06:50:44,7.11,-0.0296,0.2838,Node_7
2018-08-26/06:50:45,7.14,-0.0296,0.2838,Node_7
2018-08-26/06:50:46,7.14,-0.0296,0.2838,Node_7
2018-08-26/06:50:47,7.17,-0.0296,0.2839,Node_7
2018-08-26/06:50:48,7.2,-0.0297,0.2839,Node_7
2018-08-26/06:50:49,7.2,-0.0297,0.2839,Node_7
2018-08-26/06:50:50,7.22,-0.0297,0.2839,Node_7
2018-08-26/06:50:51,7.25,-0.0298,0.2839,Node_7
2018-08-26/06:50:52,7.27,-0.0298,0.2839,Node_7
2018-08-26/06:50:53,7.28,-0.0298,0.2839,Node_7
2018-08-26/06:50:54,7.3,-0.0298,0.2839,Node_7
2018-08-26/06:50:55,7.31,-0.0299,0.2839,Node_7
2018-08-26/06:50:56,7.32,-0.0299,0.284,Node_7
2018-08-26/06:50:57,7.32,-0.0299,0.284,Node_7
2018-08-26/06:50:58,7.33,-0.0299,0.284,Node_7
2018-08-26/06:50:59,7.35,-0.03,0.284,Node_7
2018-08-26/06:51:00,7.36,-0.03,0.284,Node_7
2018-08-26/06:51:01,7.37,-0.03,0.284,Node_7
2018-08-26/06:51:02,7.4,-0.0301,0.284,Node_7
2018-08-26/06:51:03,7.41,-0.0301,0.284,Node_7
2018-08-26/06:51:04,7.43,-0.0301,0.284,Node_7
2018-08-26/06:51:05,7.44,-0.0301,0.2841,Node_7
2018-08-26/06:51:06,7.44,-0.0302,0.2841,Node_7
2018-08-26/06:51:07,7.48,-0.0302,0.2841,Node_7
2018-08-26/06:51:08,7.47,-0.0302,0.2841,Node_7
2018-08-26/06:51:09,7.5,-0.0303,0.2841,Node_7
2018-08-26/06:51:10,7.52,-0.0303,0.2841,Node_7
2018-08-26/06:51:11,7.55,-0.0303,0.2841,Node_7
2018-08-26/06:51:12,7.54,-0.0303,0.2841,Node_7
2018-08-26/06:51:13,7.57,-0.0304,0.2841,Node_7
2018-08-26/06:51:14,7.6,-0.0304,0.2842,Node_7
2018-08-26/06:51:15,7.62,-0.0304,0.2842,Node_7
2018-08-26/06:51:16,7.63,-0.0304,0.2842,Node_7
2018-08-26/06:51:17,7.63,-0.0305,0.2842,Node_7
2018-08-26/06:51:18,7.65,-0.0305,0.2842,Node_7
2018-08-26/06:51:19,7.64,-0.0305,0.2842,Node_7
2018-08-26/06:51:20,7.67,-0.0306,0.2842,Node_7
2018-08-26/06:51:21,7.67,-0.0306,0.2842,Node_7
2018-08-26/06:51:22,7.68,-0.0306,0.2842,Node_7
2018-08-26/06:51:23,7.68,-0.0306,0.2843,Node_7
2018-08-26/06:51:24,7.7,-0.0307,0.2843,Node_7
2018-08-26/06:51:25,7.71,-0.0307,0.2843,Node_7
2018-08-26/06:51:26,7.73,-0.0307,0.2843,Node_7
2018-08-26/06:51:27,7.75,-0.0308,0.2843,Node_7
2018-08-26/06:51:28,7.74,-0.0308,0.2843,Node_7
2018-08-26/06:51:29,7.76,-0.0308,0.2843,Node_7
2018-08-26/06:51:30,7.78,-0.0308,0.2843,Node_7
2018-08-26/06:51:31,7.8,-0.0309,0.2843,Node_7
2018-08-26/06:51:32,7.81,-0.0309,0.2844,Node_7
2018-08-26/06:51:33,7.84,-0.0309,0.2844,Node_7
2018-08-26/06:51:34,7.83,-0.0309,0.2844,Node_7
2018-08-26/06:51:35,7.87,-0.031,0.2844,Node_7
2018-08-26/06:51:36,7.89,-0.031,0.2844,Node_7
2018-08-26/06:51:37,7.92,-0.031,0.2844,Node_7
2018-08-26/06:51:38,7.92,-0.0311,0.2844,Node_7
2018-08-26/06:51:39,7.96,-0.0311,0.2844,Node_7
2018-08-26/06:51:40,7.98,-0.0311,0.2844,Node_7
2018-08-26/06:51:41,8.0,-0.0311,0.2845,Node_7
2018-08-26/06:51:42,8.03,-0.0312,0.2845,Node_7
2018-08-26/06:51:43,8.05,-0.0312,0.2845,Node_7
2018-08-26/06:51:44,8.05,-0.0312,0.2845,Node_7
2018-08-26/06:51:45,8.08,-0.0313,0.2845,Node_7
2018-08-26/06:51:46,8.11,-0.0313,0.2845,Node_7
2018-08-26/06:51:47,8.11,-0.0313,0.2845,Node_7
2018-08-26/06:51:48,8.12,-0.0313,0.2845,Node_7
2018-08-26/06:51:49,8.15,-0.0314,0.2845,Node_7
2018-08-26/06:51:50,8.17,-0.0314,0.2846,Node_7
2018-08-26/06:51:51,8.17,-0.0314,0.2846,Node_7
2018-08-26/06:51:52,8.18,-0.0314,0.2846,Node_7
2018-08-26/06:51:53,8.18,-0.0315,0.2846,Node_7
2018-08-26/06:51:54,8.2,-0.0315,0.2846,Node_7
2018-08-26/06:51:55,8.23,-0.0315,0.2846,Node_7
2018-08-26/06:51:56,8.23,-0.0316,0.2846,Node_7
2018-08-26/06:51:57,8.24,-0.0316,0.2846,Node_7
2018-08-26/06:51:58,8.25,-0.0316,0.2846,Node_7
2018-08-26/06:51:59,8.25,-0.0316,0.2847,Node_7
2018-08-26/06:52:00,8.26,-0.0317,0.2847,Node_7
2018-08-26/06:52:01,8.28,-0.0317,0.2847,Node_7
2018-08-26/06:52:02,8.29,-0.0317,0.2847,Node_7
2018-08-26/06:52:03,8.31,-0.0318,0.2847,Node_7
2018-08-26/06:52:04,8.34,-0.0318,0.2847,Node_7
2018-08-26/06:52:05,8.32,-0.0318,0.2847,Node_7
2018-08-26/06:52:06,8.34,-0.0318,0.2847,Node_7
2018-08-26/06:52:07,8.36,-0.0319,0.2847,Node_7
2018-08-26/06:52:08,8.35,-0.0319,0.2848,Node_7
2018-08-26/06:52:09,8.39,-0.0319,0.2848,Node_7
2018-08-26/06:52:10,8.4,-0.0319,0.2848,Node_7
2018-08-26/06:52:11,8.42,-0.032,0.2848,Node_7
2018-08-26/06:52:12,8.43,-0.032,0.2848,Node_7
2018-08-26/06:52:13,8.44,-0.032,0.2848,Node_7
2018-08-26/06:52:14,8.44,-0.0321,0.2848,Node_7
2018-08-26/06:52:15,8.45,-0.0321,0.2848,Node_7
2018-08-26/06:52:16,8.45,-0.0321,0.2848,Node_7
2018-08-26/06:52:17,8.47,-0.0321,0.2849,Node_7
2018-08-26/06:52:18,8.45,-0.0322,0.2849,Node_7
2018-08-26/06:52:19,8.45,-0.0322,0.2849,Node_7
2018-08-26/06:52:20,8.46,-0.0322,0.2849,Node_7
2018-08-26/06:52:21,8.45,-0.0323,0.2849,Node_7
2018-08-26/06:52:22,8.45,-0.0323,0.2849,Node_7
2018-08-26/06:52:23,8.43,-0.0323,0.2849,Node_7
2018-08-26/06:52:24,8.42,-0.0323,0.2849,Node_7
2018-08-26/06:52:25,8.4,-0.0324,0.2849,Node_7
2018-08-26/06:52:26,8.4,-0.0324,0.285,Node_7
2018-08-26/06:52:27,8.4,-0.0324,0.285,Node_7
2018-08-26/06:52:28,8.4,-0.0324,0.285,Node_7
2018-08-26/06:52:29,8.41,-0.0325,0.285,Node_7
2018-08-26/06:52:30,8.42,-0.0325,0.285,Node_7
2018-08-26/06:52:31,8.42,-0.0325,0.285,Node_7
2018-08-26/06:52:32,8.41,-0.0326,0.285,Node_7
2018-08-26/06:52:33,8.4,-0.0326,0.285,Node_7
2018-08-26/06:52:34,8.38,-0.0326,0.285,Node_7
2018-08-26/06:52:35,8.4,-0.0326,0.2851,Node_7
2018-08-26/06:52:36,8.38,-0.0327,0.2851,Node_7
2018-08-26/06:52:37,8.36,-0.0327,0.2851,Node_7
2018-08-26/06:52:38,8.34,-0.0327,0.2851,Node_7
2018-08-26/06:52:39,8.31,-0.0328,0.2851,Node_7
2018-08-26/06:52:40,8.27,-0.0328,0.2851,Node_7
2018-08-26/06:52:41,8.27,-0.0328,0.2851,Node_7
2018-08-26/06:52:42,8.29,-0.0328,0.2851,Node_7
2018-08-26/06:52:43,8.27,-0.0329,0.2851,Node_7
2018-08-26/06:52:44,8.26,-0.0329,0.2852,Node_7
2018-08-26/06:52:45,8.25,-0.0329,0.2852,Node_7
2018-08-26/06:52:46,8.23,-0.0329,0.2852,Node_7
2018-08-26/06:52:47,8.24,-0.033,0.2852,Node_7
2018-08-26/06:52:48,8.22,-0.033,0.2852,Node_7
2018-08-26/06:52:49,8.18,-0.033,0.2852,Node_7
2018-08-26/06:52:50,8.19,-0.0331,0.2852,Node_7
2018-08-26/06:52:51,8.18,-0.0331,0.2852,Node_7
2018-08-26/06:52:52,8.14,-0.0331,0.2852,Node_7
2018-08-26/06:52:53,8.13,-0.0331,0.2853,Node_7
2018-08-26/06:52:54,8.11,-0.0332,0.2853,Node_7
2018-08-26/06:52:55,8.11,-0.0332,0.2853,Node_7
2018-08-26/06:52:56,8.07,-0.0332,0.2853,Node_7
2018-08-26/06:52:57,8.04,-0.0333,0.2853,Node_7
2018-08-26/06:52:58,8.01,-0.0333,0.2853,Node_7
2018-08-26/06:52:59,7.99,-0.0333,0.2853,Node_7
2018-08-26/06:53:00,7.99,-0.0333,0.2853,Node_7
2018-08-26/06:53:01,7.95,-0.0334,0.2853,Node_7
2018-08-26/06:53:02,7.9,-0.0334,0.2854,Node_7
2018-08-26/06:53:03,7.88,-0.0334,0.2854,Node_7
2018-08-26/06:53:04,7.84,-0.0334,0.2854,Node_7
2018-08-26/06:53:05,7.83,-0.0335,0.2854,Node_7
2018-08-26/06:53:06,7.79,-0.0335,0.2854,Node_7
2018-08-26/06:53:07,7.76,-0.0335,0.2854,Node_7
2018-08-26/06:53:08,7.74,-0.0336,0.2854,Node_7
2018-08-26/06:53:09,7.69,-0.0336,0.2854,Node_7
2018-08-26/06:53:10,7.68,-0.0336,0.2854,Node_7
2018-08-26/06:53:11,7.65,-0.0336,0.2855,Node_7
2018-08-26/06:53:12,7.62,-0.0337,0.2855,Node_7
2018-08-26/06:53:13,7.61,-0.0337,0.2855,Node_7
2018-08-26/06:53:14,7.6,-0.0337,0.2855,Node_7
2018-08-26/06:53:15,7.58,-0.0338,0.2855,Node_7
2018-08-26/06:53:16,7.57,-0.0338,0.2855,Node_7
2018-08-26/06:53:17,7.56,-0.0338,0.2855,Node_7
2018-08-26/06:53:18,7.55,-0.0338,0.2855,Node_7
2018-08-26/06:53:19,7.52,-0.0339,0.2855,Node_7
2018-08-26/06:53:20,7.47,-0.0339,0.2856,Node_7
2018-08-26/06:53:21,7.46,-0.0339,0.2856,Node_7
2018-08-26/06:53:22,7.47,-0.0339,0.2856,Node_7
2018-08-26/06:53:23,7.48,-0.034,0.2856,Node_7
2018-08-26/06:53:24,7.47,-0.034,0.2856,Node_7
2018-08-26/06:53:25,7.42,-0.034,0.2856,Node_7
2018-08-26/06:53:26,7.4,-0.0341,0.2856,Node_7
2018-08-26/06:53:27,7.39,-0.0341,0.2856,Node_7
2018-08-26/06:53:28,7.34,-0.0341,0.2856,Node_7
2018-08-26/06:53:29,7.34,-0.0341,0.2857,Node_7
2018-08-26/06:53:30,7.31,-0.0342,0.2857,Node_7
2018-08-26/06:53:31,7.26,-0.0342,0.2857,Node_7
2018-08-26/06:53:32,7.23,-0.0342,0.2857,Node_7
2018-08-26/06:53:33,7.21,-0.0343,0.2857,Node_7
2018-08-26/06:53:34,7.15,-0.0343,0.2857,Node_7
2018-08-26/06:53:35,7.12,-0.0343,0.2857,Node_7
2018-08-26/06:53:36,7.09,-0.0343,0.2857,Node_7
2018-08-26/06:53:37,7.07,-0.0344,0.2857,Node_7
2018-08-26/06:53:38,7.02,-0.0344,0.2858,Node_7
